,text_id,text,task_1,task_2,task_3
140,hasoc_en_141,getting even  ?  lock up the cutlery,NOT,NONE,NONE
794,hasoc_en_795,"Does it have t be said .  .  .  the president cant call intelligence reports he doesnt like fake news ,  and then turn around and expect US to believe intelligence reports that Iran attacked oil ships ? ",NOT,NONE,NONE
1723,hasoc_en_1724,When keeping symbol on the glove shows the respect to them then why dont you Put a tatoo on your hand instead . This is a publicity stunt by,NOT,NONE,NONE
4764,hasoc_en_4765,Killary is a damn criminal and a Jack the Ripper ! ,HOF,OFFN,TIN
3248,hasoc_en_3249,"I thought you have a spine .  Then you supported  .  And then I realised you can ' t have a spine ,  you are a Tory . ",HOF,HATE,TIN
2362,hasoc_en_2363,"Who the Fuck are you ?  Oh ,  nobody .  That explains it . ",HOF,PRFN,TIN
2476,hasoc_en_2477,"Why are Pakistan team allowed for Namaz In Ground ,  And we hope rules will be rules for all teams .  Hashim Amla is allowed where he wont wear logo on his tshirt  .  Hyprocrisy by we are with dhoni",NOT,NONE,NONE
5512,hasoc_en_5513,fuck u th doctor Fuck You,HOF,PRFN,TIN
3560,hasoc_en_3561,That was the funniest part of the interview .  There is no way  -  -  absolutely zero chance  -  -  Trump even read the title of the Mueller Report .  He lied .  To the People .  Again .  Shocking . ,NOT,NONE,NONE
3197,hasoc_en_3198,This,NOT,NONE,NONE
5808,hasoc_en_5809,How ashamed are you for the phone hacking scandal ? ,NOT,NONE,NONE
304,hasoc_en_305,"people ,  we have to stop this fake activist troll from ruining our movement . ",NOT,NONE,NONE
2112,hasoc_en_2113," -  ICC is earning billions from this event ,  but could have managed the event in much better way and could win",NOT,NONE,NONE
5850,hasoc_en_5851,"or more like RUNDIA ,  place of and",HOF,OFFN,UNT
5043,hasoc_en_5044,Thanks for the warning .  I will be blocking you right after this tweet . ,HOF,HATE,TIN
5633,hasoc_en_5634, .  We on the Jedi Council agree .  .  .   .  .  .  if hes lucky,HOF,HATE,TIN
4399,hasoc_en_4400,How stupid can one person be ?  How is it possible that idiots like this are elected to public office ?  ITS AN ORGANISATION NOT A TRADE DEAL !  ! ,NOT,NONE,NONE
1461,hasoc_en_1462,"Sudan  ,  Germany loves you",NOT,NONE,NONE
1309,hasoc_en_1310,"Yes ,  next time you brutally murder two people ,  you can tweet it out to all your followers !  Picture broadcasting from the back of the Ford Bronco ,  LIVE on Twitter ! ",NOT,NONE,NONE
3292,hasoc_en_3293,Its about time .  Reagan is probably rolling over in his grave over the treasonous acts of this POTUS said she was going to get thing done  & amp ;  not go easy on this admin .  What is going on ?  He is a danger to our security . ,NOT,NONE,NONE
2585,hasoc_en_2586,must add one more chart on points table - play in rain .   .  You guys are more concerned about gloves or Michael Holding ' s commentary on umpires . ,NOT,NONE,NONE
5455,hasoc_en_5456,"I miss having a president like who was smart ,  well spoken ,  educated ,  understood how governments work  & amp ;  doesn ' t collude with foreign countries to win an election . ",HOF,HATE,TIN
4524,hasoc_en_4525,"Liar - In - Chief Authortarian State Propagandist Booted No doubt ,  to work on the Campaign - to - Avoid - Jail full time .  to Democracy Stand Up",NOT,NONE,NONE
438,hasoc_en_439,I hope they make him Chancellor so he can find out how much unicorns really cost . ,NOT,NONE,NONE
2031,hasoc_en_2032,MB shouldn ' t be allowed to meet the injured doctor till all the attackers are arrested . ,NOT,NONE,NONE
3963,hasoc_en_3964,We should ALL fight back against donnie dump ' s unconstitutional question on the new census that asks if you are a citizen !  Check off not a citizen !  ! ,HOF,HATE,TIN
4632,hasoc_en_4633,Nothing less than this,HOF,HATE,TIN
4869,hasoc_en_4870,"Oh ,  but ol '  Uncle Col just had to STEAL Michael ' s ESTATE so he could  ' save it all for Tiger ,  '  right ?  ?  ?   ? ",HOF,HATE,TIN
1886,hasoc_en_1887,Resounding that,NOT,NONE,NONE
2233,hasoc_en_2234,NYT :  Mexico Had Already Agreed to Border Measures Trump Said Were Taken to Avert Tariffs,NOT,NONE,NONE
1770,hasoc_en_1771,"He ' ll also continue to make sure kids outside of the womb lose healthcare ,  food  & amp ;  housing while keeping an eye on those caged kids . ",NOT,NONE,NONE
1814,hasoc_en_1815,Youve made a damn mess  !  You helped rich people while screwing the poor idiots that support you or did support you .  This is NOT the lying and crying isnt gonna work this time . ,HOF,HATE,TIN
309,hasoc_en_310,"or not ,  supporters at match at can do their bit ,  can ' t they ? ",NOT,NONE,NONE
5312,hasoc_en_5313,Melania T ?  !  ARE YOU FREAKING KIDDING ME ?  !  was first class while Melania is just pure trash . ,HOF,OFFN,TIN
942,hasoc_en_943,Rules are meant to be broken .  I guess doesn ' t even know the power of India .  Soon they will know,NOT,NONE,NONE
2484,hasoc_en_2485,"OJ Simpson will pay for what he did for killing his ex wife .  Even though this happened in  ,  he knows what he did wrong to this day and will pay for it . ",NOT,NONE,NONE
3061,hasoc_en_3062,This is how ICC see ms dhoni gloves But not as Thanos,NOT,NONE,NONE
3285,hasoc_en_3286,Good riddance to this lying sack ! ,HOF,HATE,TIN
5145,hasoc_en_5146,Happy born day Donald Or hatched day  .   .   .  Spawned day Whatever happened with you,NOT,NONE,NONE
2323,hasoc_en_2324,I DEMAND TRUMP RESIGN,NOT,NONE,NONE
3708,hasoc_en_3709,it legit angers the sh ! t out of me that the British Public dont get to decide who we want in charge of OUR Country .  isnt fit to clean the step of Downing Street let alone live in it ! ,NOT,NONE,NONE
2455,hasoc_en_2456,"Someone please remind that he ' s an MP ,  rather than a street brawl specialist from Didi - land .  He starts on a wrong foot with his today",NOT,NONE,NONE
1884,hasoc_en_1885,Happy,NOT,NONE,NONE
4717,hasoc_en_4718,This is reality of punjab m also in punjab in amritsar Ares and here is always this problems where is jo har relly mein chilllata tha,HOF,HATE,TIN
5322,hasoc_en_5323,its  .  A true hero .  Not a traitor like you . ,NOT,NONE,NONE
1051,hasoc_en_1052,Official press release of movement .  These are the demands for resuming all duties . ,NOT,NONE,NONE
2153,hasoc_en_2154,The irony of this !  !  ! ,NOT,NONE,NONE
2737,hasoc_en_2738,"Your opinion is so very worthy ,  please can we have more . ",HOF,PRFN,TIN
1701,hasoc_en_1702,is a to  ! ,HOF,OFFN,TIN
4904,hasoc_en_4905,"across the on this  :  are saying ,  We agree .  Theyre right .  Trump is  .   ,  and  .  He will always be an  . ",HOF,HATE,TIN
1353,hasoc_en_1354,Trump cancels Iran Nuclear Deal .  Trump is surprised Iran wont adhere to former Nuclear Deal  ( which Trump cancelled )  .  No wonder Don The Art of the Deal Trump has killed or bankrupted anything he touches . ,NOT,NONE,NONE
4969,hasoc_en_4970,"Punishment for Rapist ,  So that no one can think of doing such this things Again . ",HOF,OFFN,UNT
1111,hasoc_en_1112,"I know quite a few people who would like to  ' get even '  with you You did it ,  you admitted it ,  and you deserve to rot . ",HOF,HATE,TIN
1015,hasoc_en_1016,MCK a . m Mass resignations begin at R . I . O .  Faculty members said the entire dept .  will file mass resignations at p . m .  after filing their resignations at the directors office .  They stand in complete solidarity with our protests . ,NOT,NONE,NONE
978,hasoc_en_979,"Barber ' s Club Black Charcoal Peel Off Mask with Honey ,  g Rs . 173  ( mrp - 599 ) ",NOT,NONE,NONE
3529,hasoc_en_3530,My spill it at my whim or try to avoid giving it accidentally while hunting for the but you can by donating on purpose .  Its Take a to while you wait,NOT,NONE,NONE
1160,hasoc_en_1161,"Time that the agitating doctors and Mamatadi sat for a chat and resolved the issues .  Doctors you may be right and have proved your point ,  but patients need treatment .  Let better sense prevail . ",NOT,NONE,NONE
1649,hasoc_en_1650,"Today ' s cartoon by me on Kindly retweet , follow for more such cartoons everyday",NOT,NONE,NONE
23,hasoc_en_24, .  ICC on Dhoni ' s gloves Vs  . ICC planning the World Cup,HOF,HATE,TIN
1757,hasoc_en_1758,Twitter :  We Didnt Invest Enough To Fight White Nationalism Problem,NOT,NONE,NONE
138,hasoc_en_139,Call your Member of Congress,NOT,NONE,NONE
4422,hasoc_en_4423,You are a dirty president . ,HOF,OFFN,TIN
4120,hasoc_en_4121,Caption Needed . ,HOF,HATE,TIN
5684,hasoc_en_5685," -  & gt ;  called to say that ' s not how it works ,  you can change yourself not reality .  to actual fathers .  faux king",HOF,HATE,TIN
4714,hasoc_en_4715,Proud of my fraternity ! ,HOF,HATE,UNT
4132,hasoc_en_4133,The curse of Imran Bloody swine  ! ,HOF,PRFN,TIN
2354,hasoc_en_2355,"About time to give this tournament a cold shoulder ,  let suffer some losses . ",NOT,NONE,NONE
470,hasoc_en_471,We ' ll all wave  ' buh - bye '  to those or more treasonous who have held citizens in chaos during their  & amp ;   . ,NOT,NONE,NONE
2928,hasoc_en_2929,A long fucking time ago !  the lying orange idiot,HOF,OFFN,TIN
5139,hasoc_en_5140,Zemmour liked this tweet,NOT,NONE,NONE
1644,hasoc_en_1645,Junior doctors refuse to meet at Nabanna .  Wants CM to meet them and end the impasse .  Doctors to continue with their strike . ,NOT,NONE,NONE
4676,hasoc_en_4677,Documented having spewed nearly lies in months .  Honesty . ,HOF,PRFN,TIN
4502,hasoc_en_4503,Tumari sarkar me jaise sab perfect tha ?  We can see who is blaming more here  ! ,HOF,HATE,TIN
5309,hasoc_en_5310,PLEASE spread this far and wide .  This admitted rapist and pedophile is running for Congress in Virginia as an Independent ! ,HOF,OFFN,TIN
4852,hasoc_en_4853,Dear  .  This is in a village in We came together on a beautiful June day when we had more enjoyable things to do because we know how important it is We are tired of all the winning . ,HOF,HATE,TIN
1488,hasoc_en_1489,Click  & amp ;  Read :  Crotch Rocket  [ poetry ] ,NOT,NONE,NONE
3622,hasoc_en_3623,The first thing you should have learned is that NO means NO,HOF,HATE,TIN
5356,hasoc_en_5357,I got this stress reliever this evening .  Any time I read an ignorant ass tweet I just give ole Trump a squeeze .  It seems to really help . ,HOF,PRFN,TIN
139,hasoc_en_140," |   ' We have no political colour .  This is just us  -  doctors ,  '  say protesting doctors at NRS Hospital in Kolkata refuting West Bengal CM Mamata Banerjee ,  even as doctors from across India stand with them",NOT,NONE,NONE
1012,hasoc_en_1013,Poorest management of Need to change venues Please take a look of geographical And environmental conditions Not only on gloves .  .  .  .  . ,HOF,HATE,TIN
1369,hasoc_en_1370, :  Why are you silent  ? ,NOT,NONE,NONE
4336,hasoc_en_4337,"How can such a practiced liar as be scared of making a mistake in the TV debate and how on earth is he going to cope with the EU ,  will he just refuse to engage ? ",HOF,HATE,TIN
1122,hasoc_en_1123," ,  the party that excused a president ,  do the right thing ? ",NOT,NONE,NONE
78,hasoc_en_79,Ted Bundys final meal .  He didnt even pick at it . ,NOT,NONE,NONE
1890,hasoc_en_1891,Fact One and Johnson attend Eton and Oxford becomes Foreign office Diplomat awarded OBE for services in Afghanistan becomes Times Newspaper Columnist sacked for deception,NOT,NONE,NONE
226,hasoc_en_227,The Press is not the enemy of the people . ,NOT,NONE,NONE
3283,hasoc_en_3284,fucking dumbass .  He ' s probably never even finished a book . ,HOF,PRFN,TIN
1166,hasoc_en_1167," |  Abhishek Shaw ,  a second year MBBS student at Calcutta National Medical College and Hospital sustained head injury after miscreants pelted bricks on agitating doctors .  Follow live updates : ",NOT,NONE,NONE
1491,hasoc_en_1492,"Trump :  I am the biggest Mobbed - up ,  traitorous fucking piece of shit in American history .  Fuck America .  Fuck all of you . ",HOF,PRFN,TIN
5361,hasoc_en_5362,"Hey Doug Ford ,  you Party pushing ass ,  I agree with Mr Sutherland ,  he must have been horrified to hear you compare yourself to his grandfather . ",HOF,OFFN,TIN
1225,hasoc_en_1226,Weather forecast before big tournaments are the basic things which is not done by also the worst umpiring is not seen .  .  coz is too busy arguing about  ' s gloves !  WOW great right !  !  !   .  .  Aga icc padhavi vilaga vendrum,NOT,NONE,NONE
3257,hasoc_en_3258,What he really means is  ' Jesus would never allow  & amp ;   .  .  .  '   & amp ;  are PROFESSIONAL SINNERS ! ,HOF,HATE,TIN
2636,hasoc_en_2637,And why don ' t you take stand on hinduphobia,HOF,PRFN,TIN
3709,hasoc_en_3710,has complete meltdown after someone coughs  - ,HOF,OFFN,TIN
1347,hasoc_en_1348,"Unprecedented support for  ,  finally after a long time has shown again",NOT,NONE,NONE
2258,hasoc_en_2259," * After betrayal from momta Didi ,  media and patients *  AIIMS doctors : ",NOT,NONE,NONE
1411,hasoc_en_1412,"people ,  we have to do whatever is possible to stop this fake activist from sabotaging our movement . ",NOT,NONE,NONE
3981,hasoc_en_3982,You or your children NEVER want to talk about the killings again .  So you dont care to find the killers ?  You dont want to protect others from this mass murderer still on the loose ?  You arent going to like your next venture . ,NOT,NONE,NONE
2533,hasoc_en_2534,and for  ! ,NOT,NONE,NONE
4810,hasoc_en_4811,Water is wet  -  Republicans are homophobes,HOF,OFFN,TIN
3272,hasoc_en_3273,The best part about is that it is and not Trump Day .   . ,NOT,NONE,NONE
4094,hasoc_en_4095,"Trump probably didnt tell McGahn literally to fire Mueller .  He would have given the code word that he wanted it done ,  or speak to someone else about doing it  -  the typical MAFIA way .  Just as bad . ",NOT,NONE,NONE
4899,hasoc_en_4900,Never forget who you are dealing with Vladimir Putin  & amp ;  Russian Apartment - House Bombings  -  -  Was Putin Responsible ?   |  National Review,NOT,NONE,NONE
2989,hasoc_en_2990,Imagine your dying with cancer or with a fatal accident and there is no to treat you because medical aspirants stopped choosing this profession as you attack them unnecessarily ! ,NOT,NONE,NONE
1462,hasoc_en_1463,Bengal healthcare in coma as over doctors quit READ : ,NOT,NONE,NONE
1789,hasoc_en_1790,Happy Also,NOT,NONE,NONE
5651,hasoc_en_5652,"Cross - posting from a friends FB post :   ' Please supply the names and addresses of two referees whom we may approach ,  ideally one from your school or college and one from a former employer :  ' ",HOF,HATE,TIN
252,hasoc_en_253,More excited to see Dhoni ' s gloves than to watch Australia bat !   ?  ?  ?  ? ,NOT,NONE,NONE
3083,hasoc_en_3084,Lyin '  Ted has been on Pluto the last few days . ,NOT,NONE,NONE
3396,hasoc_en_3397,TRUMP IS A USELESS FUCKING IDIOT HIS COMMENTS IN BIDEN HAVE NO VALUE EXCLUSIVE :  President Trump hits Joe Biden on policy flips :   ' He has recalibrated on everything '   -  ABC News  -  via,HOF,PRFN,TIN
5038,hasoc_en_5039,I might be more inclined to listen to your opinion if you could actually point out London on a map . ,HOF,PRFN,TIN
2412,hasoc_en_2413,"It \  ' s ok to have different beliefs ,  if those beliefs don \  ' t endanger others or infringe upon their human rights .  \ n \ nAdvocating changes in law to allow parents to Doctor Shop in order to avoid vaccines is ignorant and dangerous .  \ n \ nAgain ,  fuck Jessica Biel . ",HOF,PRFN,TIN
646,hasoc_en_647,"Law and order of the state has blown up like anything ;  medical services is completely disturbed ,  doctors who are our life savers are suffering like anything .  Thanks to CM and its party .  Don ' t play dirty politics with doctors . ",NOT,NONE,NONE
